2888800,0,1,0,6,0,0,0,6,2,6,3,6,5,7,6,4,0,3,1,6,0,0,3,0,6,3,6,0,6,6,6,0,6,0,27,27,2,26,30,30,2,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,0,5,0,35,0,0,0,2,4,0,0,5,3,0,0,0,0,6,2,4,0,0,0,0,2,0,0,0,0,4,0,27,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,5,4,5,0,3,5,4,0,0,0,0,0,5,1,0,0,0,0,1,0,4,0,0,0,6,2,31,4,1,3,5,3,0,0,1,5,1,2,6,2,1,1,1,0,0,0,0,0,0,4,0,0,0,4,2,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,0,1,0,0,0,0,1,0,2,2,1,3,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345800,0,0,1,1,0,1,0,4,3,6,0,5,2,6,2,4,0,1,1,5,1,0,3,1,1,1,3,0,7,4,2,0,1,0,6,8,0,0,5,4,0,0,0,0,4,1,0,0,0,2,1,0,2,0,0,3,3,0,5,0,3,0,0,4,5,2,3,0,5,0,5,1,0,5,2,0,0,0,0,0,5,0,3,3,2,8,5,0,0,0,0,0,0,0,2,0,0,0,10,8,1,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,2,0,6,0,0,0,4,0,19,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4,0,0,0,0,7,0,0,2,3,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
98800,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,1,0,0,0,5,0,0,1,1,4,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,1,0,0,0,1,1,0,0,0,5,0,1,0,0,5,0,0,1,1,0,0,4,0,0,2,1,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,2,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
227000,0,0,0,2,0,1,4,2,4,5,0,3,2,6,1,3,1,0,2,6,0,0,2,0,5,3,4,4,5,1,1,2,3,0,4,17,1,5,1,0,1,0,1,0,4,1,1,0,0,1,0,0,5,0,0,1,0,0,0,5,1,0,0,1,3,0,5,0,0,0,5,4,0,0,1,0,0,0,2,0,6,0,5,5,3,0,6,2,0,1,1,0,0,0,0,1,0,1,5,7,1,1,2,0,1,2,0,1,1,0,0,2,0,0,0,0,0,0,2,0,1,2,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,1,5,0,3,0,1,0,1,0,1,1,1,0,3,1,1,1,2,0,1,0,0,4,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,6,2,1,0,3,1,3,1,1,1,0,1,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
600000,0,1,0,1,0,0,0,5,0,3,0,3,1,0,1,3,0,0,2,7,0,0,1,0,6,1,3,0,0,4,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,0,0,0,1,1,2,3,4,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,2,5,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100000,3,0,0,2,0,0,0,0,0,1,0,2,2,3,0,0,0,0,0,4,2,0,2,0,2,0,1,0,0,0,0,1,1,0,1,7,3,2,2,9,0,1,0,0,4,8,0,6,0,0,2,0,5,6,1,3,3,8,5,7,9,0,0,0,0,2,3,0,8,2,5,0,1,5,4,6,1,3,3,5,5,1,1,4,5,6,8,6,1,6,3,2,0,1,5,5,8,9,10,6,3,5,11,0,1,4,6,1,5,6,6,5,3,0,3,0,1,0,2,0,0,0,6,2,3,0,0,2,0,1,0,0,0,0,5,0,8,0,4,1,3,0,8,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14,0,2,0,3,1,0,0,0,1,2,1,0,1,3,0,0,3,0,3,0,4,4,0,6,0,7,0,7,4,1,4,6,8,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,3,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
180000,2,1,0,2,0,1,0,1,1,0,2,2,1,5,0,1,1,0,0,6,0,1,2,0,2,1,1,0,1,5,0,2,1,0,5,2,0,7,10,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,1,1,0,1,0,5,2,10,2,2,7,1,1,0,0,0,2,1,0,0,0,4,6,3,6,0,0,0,1,0,0,1,1,3,0,7,8,0,1,5,0,2,0,6,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,5,0,7,0,5,0,3,1,3,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,2,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,1,0,0,1,1,1,0,1,0,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
70000,0,1,0,0,0,0,0,0,1,3,0,1,0,1,1,0,0,0,1,2,1,1,1,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,1,1,0,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,7,0,0,1,0,1,0,1,0,3,0,1,1,1,1,1,11,2,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,5,0,0,0,2,0,0,0,0,5,0,2,2,1,1,2,2,0,0,0,1,7,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,5,2,8,6,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,3,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,2,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,2,0,1,0,0,2,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73000,0,0,0,0,0,0,1,0,0,2,1,2,0,0,0,0,0,0,1,2,0,1,0,0,3,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,2,1,2,1,2,0,1,0,0,0,0,1,1,0,0,2,0,0,0,2,0,0,1,0,5,0,3,0,0,1,1,0,0,1,1,1,5,0,3,0,1,6,2,2,0,1,0,1,0,0,1,0,1,2,1,6,4,1,1,0,2,1,4,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,1,0,2,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,1,2,3,0,1,0,0,0,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
